          Time          |   Accel XYZ(m/s^2)  |     Accel XYZ(G)    |  Accel XYZ(raw ADC) |   Gyro XYZ (rad/s)  |   Gyro XYZ (deg/s)  |  Gyro XYZ (raw ADC) |  Mag Field XYZ(uT)  | Temp (C)
2023-11-08 00:57:22.277 | -3.33  14.06 -13.03 | -0.34   1.43  -1.33 | -1394   5889  -5495 |  -9.2    2.4   -1.0 |-527.5  135.6  -57.9 | -8643   2221   -949 |  11.7   64.8   -6.9 | 34.77    
2023-11-08 00:57:22.315 |  4.41   8.52 -22.38 |  0.45   0.87  -2.28 |  1842   3568  -9440 |  -2.2    4.3   -0.5 |-124.0  244.8  -31.4 | -2032   4010   -514 |   5.4   59.9   10.3 | 34.81    
2023-11-08 00:57:22.354 |  2.46   2.95 -20.76 |  0.25   0.30  -2.12 |  1030   1236  -8758 |   3.8    2.0    0.0 | 218.9  115.1    2.1 |  3586   1886     34 |  -5.6   58.7    9.6 | 34.81    
2023-11-08 00:57:22.392 |  0.97   0.48 -11.94 |  0.10   0.05  -1.22 |   407    199  -5038 |   5.6    0.3   -1.2 | 320.3   14.8  -69.8 |  5247    242  -1144 |  -6.6   66.6   -2.0 | 34.78    
2023-11-08 00:57:22.431 |  4.31  -1.56  -9.40 |  0.44  -0.16  -0.96 |  1802   -653  -3964 |   7.8    0.2   -1.4 | 444.5   11.9  -80.0 |  7283    195  -1310 | -11.0   70.0  -16.5 | 34.78    
2023-11-08 00:57:22.469 |  8.95  -1.18   2.43 |  0.91  -0.12   0.25 |  3741   -496   1026 |   8.2    2.1    1.0 | 467.7  118.5   57.9 |  7662   1942    948 | -12.0   68.0  -41.6 | 34.80    
2023-11-08 00:57:22.507 | -5.86  -7.67   7.73 | -0.60  -0.78   0.79 | -2452  -3213   3259 |   6.8    2.5    4.4 | 391.7  145.7  251.5 |  6417   2387   4120 |  -2.2   60.7  -57.8 | 34.81    
2023-11-08 00:57:22.545 | -3.76  -5.42  11.72 | -0.38  -0.55   1.19 | -1573  -2272   4942 |   8.2   -0.1   -0.2 | 470.9   -3.3  -10.7 |  7715    -54   -175 |   6.1   42.6  -78.8 | 34.88    
2023-11-08 00:57:22.583 | -1.43  -7.50  11.67 | -0.15  -0.77   1.19 |  -599  -3144   4924 |   4.5    0.1   -1.2 | 259.9    3.9  -71.5 |  4258     64  -1172 |   3.2   32.3  -86.7 | 34.83    
2023-11-08 00:57:22.621 | -0.33  -2.54  12.81 | -0.03  -0.26   1.31 |  -138  -1066   5402 |   5.5    0.4   -0.7 | 313.8   24.7  -40.0 |  5142    405   -656 |   7.3   25.7  -89.2 | 34.82    
2023-11-08 00:57:22.659 | -0.90  -2.75  14.68 | -0.09  -0.28   1.50 |  -375  -1152   6192 |   3.7    0.9    0.1 | 212.0   52.7    6.3 |  3474    863    104 |  11.2   18.3  -93.9 | 34.83    
2023-11-08 00:57:22.697 | -0.54  -3.03  10.67 | -0.05  -0.31   1.09 |  -224  -1268   4501 |   1.8    0.4    0.2 | 104.4   22.5   10.7 |  1711    368    176 |  16.3   12.7  -93.2 | 34.83    
2023-11-08 00:57:22.736 |  4.11  -2.31  10.24 |  0.42  -0.24   1.04 |  1719   -966   4320 |   2.3   -0.2    0.0 | 133.3   -9.0    2.7 |  2184   -148     45 |  12.9    5.3  -94.6 | 34.79    
2023-11-08 00:57:22.775 | -0.40  -2.31  12.36 | -0.04  -0.24   1.26 |  -169   -969   5214 |   2.0    0.7    0.3 | 115.7   37.8   16.0 |  1896    619    262 |  15.1    1.2  -94.8 | 34.85    
2023-11-08 00:57:22.813 | -1.56   0.11  11.47 | -0.16   0.01   1.17 |  -652     45   4838 |   1.2   -0.1   -1.3 |  71.1   -6.2  -77.1 |  1165   -102  -1264 |  13.2    0.7  -95.3 | 34.85    
2023-11-08 00:57:22.851 |  0.39  -0.56   8.73 |  0.04  -0.06   0.89 |   164   -233   3684 |   1.0   -0.8   -1.3 |  55.4  -44.6  -76.7 |   908   -730  -1256 |  12.2   -3.7  -96.7 | 34.87    
2023-11-08 00:57:22.889 |  4.12  -3.14  13.43 |  0.42  -0.32   1.37 |  1722  -1317   5667 |   1.7    1.5   -0.2 |  97.5   87.9  -12.2 |  1598   1440   -200 |  10.7   -3.2  -95.3 | 34.85    
2023-11-08 00:57:22.928 | -2.17   2.93  16.35 | -0.22   0.30   1.67 |  -907   1227   6899 |  -0.5    0.0   -0.0 | -28.6    1.3   -2.0 |  -469     22    -32 |  12.9   -9.4  -93.6 | 34.90    
2023-11-08 00:57:22.966 |  0.52  -1.11   7.99 |  0.05  -0.11   0.81 |   219   -464   3371 |  -0.1    0.2    0.1 |  -6.8   10.4    4.0 |  -111    170     66 |  14.1   -8.6  -94.8 | 34.86    
2023-11-08 00:57:23.004 | -0.36   0.43   9.54 | -0.04   0.04   0.97 |  -149    179   4023 |  -0.2   -0.9    1.1 | -10.4  -50.0   61.7 |  -170   -819   1011 |  11.0   -7.9  -93.2 | 34.88    
2023-11-08 00:57:23.043 |  2.65   2.79   5.49 |  0.27   0.28   0.56 |  1110   1168   2316 |   1.8    0.5    0.2 | 102.0   28.3    9.2 |  1671    464    150 |  10.5   -9.8  -94.6 | 34.90    
2023-11-08 00:57:23.081 |  1.09   0.42   7.84 |  0.11   0.04   0.80 |   454    174   3306 |   1.6    0.5   -0.5 |  93.5   30.3  -26.8 |  1532    497   -439 |   9.0   -9.8  -95.0 | 34.96    
2023-11-08 00:57:23.120 | -0.99  -1.34  11.92 | -0.10  -0.14   1.22 |  -412   -561   5030 |  -0.8   -1.0   -0.2 | -43.3  -54.5  -13.5 |  -710   -893   -221 |  10.7  -11.6  -93.0 | 34.93    
2023-11-08 00:57:23.158 |  0.33   1.85   9.66 |  0.03   0.19   0.98 |   139    777   4074 |  -1.1   -1.2   -1.0 | -65.8  -66.3  -54.8 | -1078  -1087   -898 |   7.3   -8.6  -95.7 | 34.91    
2023-11-08 00:57:23.196 |  1.96  -0.91   8.63 |  0.20  -0.09   0.88 |   819   -383   3641 |  -0.5   -0.4   -0.6 | -26.9  -20.8  -32.5 |  -441   -340   -532 |   4.1   -5.9  -96.9 | 34.89    
2023-11-08 00:57:23.235 |  3.60  -0.66   9.35 |  0.37  -0.07   0.95 |  1504   -275   3944 |  -0.0   -0.7    0.2 |  -1.4  -40.2    9.5 |   -23   -658    156 |   4.6   -4.0  -97.8 | 34.91    
2023-11-08 00:57:23.273 |  6.25  -2.44   7.66 |  0.64  -0.25   0.78 |  2614  -1023   3230 |   0.7   -0.7    3.0 |  39.2  -42.7  173.2 |   643   -700   2837 |   1.2   -4.9  -97.8 | 34.93    
2023-11-08 00:57:23.312 | -1.76   0.69  11.97 | -0.18   0.07   1.22 |  -736    288   5048 |   0.6    0.5    3.6 |  33.4   26.1  203.4 |   548    428   3333 |   2.9  -10.1  -96.2 | 34.93    
2023-11-08 00:57:23.350 | -1.71   0.75   9.89 | -0.17   0.08   1.01 |  -713    314   4170 |  -0.1    0.0    1.0 |  -5.8    2.2   57.7 |   -95     36    946 |   2.9  -13.0  -93.4 | 34.95    
2023-11-08 00:57:23.389 |  2.40  -0.60   8.13 |  0.25  -0.06   0.83 |  1005   -252   3428 |   0.5    0.4    1.1 |  31.4   24.7   61.6 |   515    405   1010 |   2.9  -13.5  -95.3 | 34.96    
2023-11-08 00:57:23.427 |  1.15  -0.41   7.49 |  0.12  -0.04   0.76 |   479   -172   3158 |   1.0    0.5    1.5 |  57.7   26.3   85.7 |   946    431   1404 |   4.1  -19.2  -91.8 | 34.99    
2023-11-08 00:57:23.465 | -0.22   0.26   9.05 | -0.02   0.03   0.92 |   -93    107   3818 |   1.6    0.2    1.3 |  89.4   11.4   74.3 |  1465    186   1218 |   5.1  -20.1  -90.9 | 34.97    
2023-11-08 00:57:23.503 |  0.81   0.60   8.91 |  0.08   0.06   0.91 |   340    251   3759 |  -0.0   -0.2    0.0 |  -0.8  -10.1    0.9 |   -13   -165     15 |   2.9  -23.8  -88.3 | 34.94    
2023-11-08 00:57:23.540 |  0.87   0.62   9.42 |  0.09   0.06   0.96 |   362    261   3972 |   0.0   -0.0   -0.0 |   0.2   -2.0   -0.1 |     3    -33     -2 |   3.7  -25.0  -89.0 | 34.92    
2023-11-08 00:57:23.579 |  0.62   0.17   9.98 |  0.06   0.02   1.02 |   261     72   4211 |   0.0    0.0   -0.0 |   0.8    0.5   -1.4 |    13      8    -23 |   3.7  -25.0  -89.5 | 34.95    
2023-11-08 00:57:23.616 |  0.48   0.22   9.98 |  0.05   0.02   1.02 |   200     92   4210 |   0.0   -0.0    0.0 |   0.9   -1.0    0.0 |    15    -17      0 |   4.1  -27.0  -88.1 | 34.95    
2023-11-08 00:57:23.652 |  1.45   0.18   9.89 |  0.15   0.02   1.01 |   608     75   4172 |   0.0   -0.0    0.2 |   1.8   -0.4   13.5 |    30     -6    222 |   0.5  -23.8  -88.3 | 34.99    
2023-11-08 00:57:23.688 | -0.16   0.90   9.92 | -0.02   0.09   1.01 |   -67    379   4185 |   0.0    0.0    0.1 |   1.1    0.7    7.8 |    18     12    127 |   2.2  -23.6  -89.0 | 34.97    
2023-11-08 00:57:23.727 |  0.33   0.30   9.81 |  0.03   0.03   1.00 |   138    124   4138 |   0.0   -0.0    0.0 |   0.4   -0.2    0.2 |     7     -3      3 |   1.5  -24.8  -88.8 | 35.00    
2023-11-08 00:57:23.765 |  0.69   0.36   9.93 |  0.07   0.04   1.01 |   288    149   4189 |   0.0   -0.0    0.0 |   0.4   -0.5    0.5 |     6     -8      8 |   3.4  -25.3  -87.4 | 34.98    
2023-11-08 00:57:23.803 |  0.96   0.33   9.97 |  0.10   0.03   1.02 |   402    140   4207 |   0.0    0.0   -0.0 |   0.6    0.4   -0.7 |    10      6    -11 |   1.7  -25.5  -89.0 | 34.90    
2023-11-08 00:57:23.838 |  0.56   0.18   9.91 |  0.06   0.02   1.01 |   233     76   4182 |   0.0    0.0   -0.0 |   0.7    0.7   -0.8 |    11     11    -13 |   3.7  -25.0  -88.5 | 34.93    
2023-11-08 00:57:23.874 |  0.67   0.32   9.91 |  0.07   0.03   1.01 |   280    134   4180 |   0.0    0.0   -0.0 |   0.7    0.5   -0.6 |    12      8    -10 |   1.7  -23.1  -87.6 | 34.98    
2023-11-08 00:57:23.912 |  0.63   0.50   9.89 |  0.06   0.05   1.01 |   265    211   4174 |   0.0    0.0   -0.0 |   0.6    0.6   -0.7 |    10     10    -12 |   5.1  -25.5  -87.6 | 34.93    
2023-11-08 00:57:23.950 |  0.30   0.37   9.89 |  0.03   0.04   1.01 |   127    153   4174 |   0.0    0.0   -0.0 |   0.8    0.1   -0.2 |    13      2     -4 |   2.9  -24.8  -87.4 | 35.06    
2023-11-08 00:57:23.988 |  0.60   0.46   9.91 |  0.06   0.05   1.01 |   252    192   4180 |   0.0   -0.0    0.0 |   0.4   -0.3    0.4 |     7     -5      6 |   2.4  -23.8  -88.8 | 34.94    
2023-11-08 00:57:24.026 |  0.88   0.41   9.96 |  0.09   0.04   1.02 |   370    170   4203 |   0.0    0.0   -0.0 |   0.6    0.3   -0.2 |    10      5     -3 |   3.9  -24.3  -86.4 | 35.00    
2023-11-08 00:57:24.064 |  0.56   0.11   9.91 |  0.06   0.01   1.01 |   236     47   4179 |   0.0    0.0   -0.0 |   0.7    0.4   -0.7 |    11      7    -12 |   2.7  -27.0  -89.0 | 35.00    
2023-11-08 00:57:24.103 |  0.59   0.27   9.92 |  0.06   0.03   1.01 |   247    114   4184 |   0.0    0.0   -0.0 |   0.8    0.0   -0.5 |    13      0     -8 |   3.2  -24.5  -87.1 | 35.01    
2023-11-08 00:57:24.141 |  0.73   0.55   9.91 |  0.07   0.06   1.01 |   305    232   4181 |   0.0    0.0   -0.0 |   0.5    0.4   -0.5 |     8      7     -8 |   3.2  -27.0  -87.1 | 35.01    
2023-11-08 00:57:24.179 |  0.47   0.39   9.82 |  0.05   0.04   1.00 |   195    165   4143 |   0.0    0.0   -0.0 |   0.7    0.4   -0.3 |    11      7     -5 |   2.2  -25.5  -86.7 | 34.98    
2023-11-08 00:57:24.217 |  0.57   0.34   9.91 |  0.06   0.03   1.01 |   239    143   4180 |   0.0    0.0    0.0 |   0.5    0.1    0.1 |     9      2      2 |   2.7  -25.5  -89.5 | 35.00    
2023-11-08 00:57:24.255 |  0.72   0.33   9.91 |  0.07   0.03   1.01 |   302    138   4180 |   0.0    0.0    0.0 |   0.5    0.3    0.0 |     8      5      0 |   2.4  -24.3  -88.3 | 35.00    
2023-11-08 00:57:24.292 |  0.60   0.25   9.92 |  0.06   0.03   1.01 |   251    104   4185 |   0.0    0.0   -0.0 |   0.7    0.3   -0.5 |    11      5     -8 |   1.7  -25.5  -90.9 | 35.02    
2023-11-08 00:57:24.331 |  0.73   0.39   9.91 |  0.07   0.04   1.01 |   307    162   4179 |   0.0    0.0   -0.0 |   0.4    0.3   -0.2 |     7      5     -3 |   3.9  -23.3  -88.8 | 34.98    
2023-11-08 00:57:24.370 |  0.70   0.38   9.95 |  0.07   0.04   1.01 |   292    161   4196 |   0.0    0.0   -0.0 |   0.7    0.4   -0.7 |    11      7    -11 |   2.7  -23.6  -89.5 | 35.04    
2023-11-08 00:57:24.408 |  0.46   0.32   9.88 |  0.05   0.03   1.01 |   193    134   4169 |   0.0    0.0   -0.0 |   0.6    0.5   -0.6 |    10      9    -10 |   2.0  -24.8  -87.4 | 35.09    
2023-11-08 00:57:24.446 |  0.55   0.38   9.95 |  0.06   0.04   1.02 |   229    159   4199 |   0.0    0.0    0.0 |   0.6    0.0    0.1 |    10      0      2 |   3.9  -26.3  -90.2 | 35.02    
2023-11-08 00:57:24.488 |  0.72   0.41   9.91 |  0.07   0.04   1.01 |   299    173   4179 |   0.0    0.0   -0.0 |   0.7    0.1   -0.1 |    11      1     -1 |   1.5  -26.3  -86.4 | 35.00    
2023-11-08 00:57:24.526 |  0.65   0.24   9.92 |  0.07   0.02   1.01 |   270     99   4184 |   0.0    0.0   -0.0 |   0.9    0.4   -0.4 |    14      6     -7 |   2.2  -25.5  -88.1 | 35.06    
2023-11-08 00:57:24.564 |  0.62   0.31   9.90 |  0.06   0.03   1.01 |   258    129   4178 |   0.0    0.0   -0.0 |   0.6    0.0   -0.5 |    10      0     -9 |   1.2  -27.0  -88.1 | 35.04    
2023-11-08 00:57:24.602 |  0.66   0.46   9.94 |  0.07   0.05   1.01 |   276    192   4195 |   0.0    0.0   -0.0 |   0.7    0.3   -0.5 |    12      5     -9 |   1.7  -25.0  -88.1 | 35.08    
2023-11-08 00:57:24.640 |  0.55   0.38   9.95 |  0.06   0.04   1.01 |   229    159   4196 |   0.0    0.0   -0.0 |   0.7    0.4   -0.5 |    11      7     -9 |   1.2  -23.6  -87.6 | 35.07    
2023-11-08 00:57:24.679 |  0.61   0.40   9.89 |  0.06   0.04   1.01 |   255    167   4173 |   0.0    0.0   -0.0 |   0.4    0.3   -0.1 |     6      5     -2 |   2.9  -26.3  -87.8 | 35.06    
2023-11-08 00:57:24.717 |  0.71   0.29   9.93 |  0.07   0.03   1.01 |   296    122   4191 |   0.0    0.0   -0.0 |   0.6    0.2   -0.2 |    10      3     -3 |   4.9  -23.3  -87.8 | 35.07    
2023-11-08 00:57:24.756 |  0.66   0.24   9.90 |  0.07   0.02   1.01 |   278    102   4176 |   0.0    0.0   -0.0 |   0.6    0.2   -0.5 |    10      3     -9 |   2.2  -27.0  -88.5 | 35.01    
2023-11-08 00:57:24.794 |  0.67   0.35   9.93 |  0.07   0.04   1.01 |   281    148   4191 |   0.0    0.0   -0.0 |   0.7    0.4   -0.4 |    11      6     -6 |   1.7  -26.0  -89.9 | 35.05    
2023-11-08 00:57:24.832 |  0.58   0.39   9.90 |  0.06   0.04   1.01 |   242    164   4176 |   0.0    0.0   -0.0 |   0.7    0.7   -0.6 |    12     12    -10 |   2.4  -26.3  -86.9 | 35.02    
2023-11-08 00:57:24.871 |  0.52   0.32   9.85 |  0.05   0.03   1.00 |   218    136   4156 |   0.0    0.0   -0.0 |   0.5    0.2   -0.4 |     9      3     -6 |   3.2  -23.6  -87.1 | 35.06    
2023-11-08 00:57:24.909 |  0.61   0.39   9.87 |  0.06   0.04   1.01 |   257    163   4162 |   0.0    0.0   -0.0 |   0.7    0.1   -0.1 |    12      1     -2 |   3.4  -23.3  -86.0 | 35.04    
2023-11-08 00:57:24.946 |  0.72   0.37   9.96 |  0.07   0.04   1.02 |   302    155   4201 |   0.0    0.0   -0.0 |   0.8    0.2   -0.1 |    13      3     -2 |   4.1  -27.5  -89.0 | 35.07    
2023-11-08 00:57:24.986 |  0.62   0.32   9.91 |  0.06   0.03   1.01 |   258    135   4180 |   0.0    0.0   -0.0 |   0.7    0.4   -0.1 |    11      6     -2 |   2.0  -23.8  -87.8 | 35.10    
2023-11-08 00:57:25.024 |  0.68   0.33   9.91 |  0.07   0.03   1.01 |   283    139   4181 |   0.0    0.0   -0.0 |   0.5    0.1   -0.4 |     8      2     -6 |   2.2  -23.6  -88.1 | 35.05    
2023-11-08 00:57:25.062 |  0.66   0.34   9.94 |  0.07   0.03   1.01 |   277    143   4194 |   0.0    0.0   -0.0 |   0.5    0.4   -0.5 |     8      7     -8 |   3.7  -24.1  -89.5 | 35.05    
2023-11-08 00:57:25.100 |  0.55   0.34   9.90 |  0.06   0.03   1.01 |   228    143   4177 |   0.0    0.0   -0.0 |   0.9    0.4   -0.4 |    14      7     -6 |   2.2  -27.0  -88.5 | 35.04    
2023-11-08 00:57:25.143 |  0.61   0.48   9.93 |  0.06   0.05   1.01 |   253    200   4191 |   0.0    0.0   -0.0 |   0.7    0.3   -0.2 |    11      5     -3 |   0.7  -25.0  -88.1 | 35.06    
2023-11-08 00:57:25.181 |  0.59   0.33   9.88 |  0.06   0.03   1.01 |   245    140   4169 |   0.0    0.0   -0.0 |   0.5    0.2   -0.4 |     9      4     -6 |   2.4  -25.3  -87.8 | 35.05    
2023-11-08 00:57:25.219 |  0.60   0.33   9.89 |  0.06   0.03   1.01 |   252    140   4172 |   0.0    0.0   -0.0 |   0.8    0.2   -0.4 |    13      4     -6 |   1.2  -27.5  -85.7 | 35.08    
2023-11-08 00:57:25.257 |  0.69   0.39   9.93 |  0.07   0.04   1.01 |   288    162   4188 |   0.0    0.0   -0.0 |   0.5    0.3   -0.2 |     8      5     -4 |   2.0  -24.8  -86.4 | 35.10    
2023-11-08 00:57:25.292 |  0.67   0.35   9.88 |  0.07   0.04   1.01 |   281    148   4168 |   0.0    0.0   -0.0 |   0.6    0.6   -0.8 |    10     10    -13 |   0.2  -26.5  -86.2 | 35.10    
2023-11-08 00:57:25.327 |  0.56   0.33   9.87 |  0.06   0.03   1.01 |   233    138   4164 |   0.0    0.0   -0.0 |   0.8    0.3   -0.5 |    13      5     -9 |   3.9  -24.3  -86.9 | 35.10    
2023-11-08 00:57:25.365 |  0.62   0.43   9.91 |  0.06   0.04   1.01 |   258    180   4179 |   0.0    0.0   -0.0 |   0.5    0.2   -0.4 |     9      3     -6 |   1.7  -26.0  -88.1 | 35.11    
2023-11-08 00:57:25.403 |  0.62   0.41   9.96 |  0.06   0.04   1.02 |   258    173   4202 |   0.0    0.0   -0.0 |   0.7    0.1   -0.4 |    11      2     -6 |   3.2  -25.5  -88.5 | 35.09    
2023-11-08 00:57:25.441 |  0.55   0.34   9.88 |  0.06   0.03   1.01 |   228    141   4168 |   0.0    0.0   -0.0 |   0.6    0.2   -0.2 |    10      3     -4 |   3.2  -25.5  -88.5 | 35.09    
2023-11-08 00:57:25.479 |  0.66   0.32   9.89 |  0.07   0.03   1.01 |   275    135   4172 |   0.0    0.0   -0.0 |   0.5    0.1   -0.1 |     8      1     -2 |   3.7  -26.5  -89.5 | 35.08    
2023-11-08 00:57:25.517 |  0.70   0.28   9.93 |  0.07   0.03   1.01 |   291    118   4189 |   0.0    0.0   -0.0 |   0.5    0.2   -0.2 |     9      3     -3 |   0.5  -24.8  -86.4 | 35.09    
2023-11-08 00:57:25.556 |  0.65   0.31   9.89 |  0.07   0.03   1.01 |   272    131   4170 |   0.0    0.0   -0.0 |   0.7    0.2   -0.5 |    11      4     -8 |   1.2  -24.1  -87.6 | 35.10    
2023-11-08 00:57:25.595 |  0.66   0.37   9.91 |  0.07   0.04   1.01 |   274    155   4179 |   0.0    0.0   -0.0 |   0.6    0.2   -0.5 |    10      3     -8 |   1.7  -24.5  -88.1 | 35.06    
2023-11-08 00:57:25.633 |  0.61   0.38   9.89 |  0.06   0.04   1.01 |   255    160   4170 |   0.0    0.0   -0.0 |   0.6    0.2   -0.5 |    10      3     -8 |   2.7  -25.5  -88.1 | 35.12    
2023-11-08 00:57:25.672 |  0.54   0.36   9.93 |  0.06   0.04   1.01 |   227    152   4190 |   0.0    0.0   -0.0 |   0.7    0.1   -0.4 |    11      2     -7 |   2.9  -25.3  -87.8 | 35.08    
2023-11-08 00:57:25.710 |  0.66   0.35   9.95 |  0.07   0.04   1.01 |   274    147   4198 |   0.0    0.0    0.0 |   0.5    0.2    0.1 |     9      3      2 |   2.0  -26.7  -87.8 | 35.12    
2023-11-08 00:57:25.748 |  0.68   0.27   9.88 |  0.07   0.03   1.01 |   285    114   4168 |   0.0    0.0   -0.0 |   0.5    0.2   -0.4 |     9      3     -6 |   3.2  -25.5  -87.1 | 35.16    
2023-11-08 00:57:25.787 |  0.65   0.33   9.93 |  0.07   0.03   1.01 |   272    140   4190 |   0.0    0.0   -0.0 |   0.7    0.5   -0.5 |    12      8     -8 |   1.0  -24.8  -87.4 | 35.14    
2023-11-08 00:57:25.825 |  0.65   0.41   9.93 |  0.07   0.04   1.01 |   271    173   4188 |   0.0    0.0   -0.0 |   0.6    0.5   -0.5 |    10      8     -9 |   1.5  -23.8  -87.4 | 35.10    
2023-11-08 00:57:25.863 |  0.55   0.38   9.92 |  0.06   0.04   1.01 |   231    161   4186 |   0.0    0.0   -0.0 |   0.7    0.3   -0.1 |    11      5     -2 |   5.4  -23.3  -90.2 | 35.14    
2023-11-08 00:57:25.903 |  0.58   0.34   9.92 |  0.06   0.03   1.01 |   244    142   4185 |   0.0    0.0   -0.0 |   0.5    0.2   -0.5 |     8      3     -9 |   3.9  -24.3  -87.4 | 35.10    
2023-11-08 00:57:25.940 |  0.67   0.39   9.94 |  0.07   0.04   1.01 |   281    163   4193 |   0.0    0.0   -0.0 |   0.7    0.2   -0.3 |    12      3     -5 |   2.2  -25.5  -87.1 | 35.11    
2023-11-08 00:57:25.979 |  0.64   0.35   9.90 |  0.07   0.04   1.01 |   269    146   4177 |   0.0    0.0   -0.0 |   0.5    0.4   -0.5 |     9      7     -9 |   3.7  -25.0  -88.1 | 35.09    
2023-11-08 00:57:26.017 |  0.52   0.38   9.87 |  0.05   0.04   1.01 |   218    160   4164 |   0.0    0.0   -0.0 |   0.7    0.2   -0.3 |    12      3     -5 |   3.4  -24.8  -88.3 | 35.12    
2023-11-08 00:57:26.055 |  0.57   0.38   9.89 |  0.06   0.04   1.01 |   239    158   4171 |   0.0    0.0    0.0 |   0.7    0.1    0.0 |    12      2      0 |   0.0  -23.3  -86.4 | 35.13    
2023-11-08 00:57:26.093 |  0.62   0.34   9.91 |  0.06   0.03   1.01 |   258    142   4180 |   0.0    0.0   -0.0 |   0.5    0.1   -0.2 |     9      2     -4 |   3.2  -25.5  -88.1 | 35.11    
2023-11-08 00:57:26.131 |  0.64   0.36   9.93 |  0.07   0.04   1.01 |   269    150   4187 |   0.0    0.0    0.0 |   0.6    0.2    0.0 |    10      3      0 |   3.2  -25.5  -87.6 | 35.09    
2023-11-08 00:57:26.169 |  0.70   0.33   9.91 |  0.07   0.03   1.01 |   291    139   4179 |   0.0    0.0   -0.0 |   0.7    0.2   -0.2 |    11      4     -4 |   3.9  -24.3  -87.4 | 35.13    
2023-11-08 00:57:26.208 |  0.61   0.37   9.93 |  0.06   0.04   1.01 |   257    157   4190 |   0.0    0.0   -0.0 |   0.7    0.5   -0.4 |    12      8     -7 |   2.2  -25.0  -86.7 | 35.10    
2023-11-08 00:57:26.245 |  0.59   0.35   9.92 |  0.06   0.04   1.01 |   245    148   4185 |   0.0    0.0   -0.0 |   0.7    0.2   -0.3 |    11      4     -5 |   3.7  -25.0  -87.1 | 35.09    
2023-11-08 00:57:26.284 |  0.64   0.39   9.92 |  0.07   0.04   1.01 |   267    162   4184 |   0.0    0.0   -0.0 |   0.5    0.3   -0.3 |     9      5     -5 |   5.6  -26.0  -89.0 | 35.07    
2023-11-08 00:57:26.322 |  0.61   0.37   9.93 |  0.06   0.04   1.01 |   256    153   4190 |   0.0    0.0   -0.0 |   0.7    0.2   -0.4 |    12      3     -7 |   2.0  -28.2  -86.4 | 35.15    
2023-11-08 00:57:26.360 |  0.63   0.30   9.88 |  0.06   0.03   1.01 |   264    125   4168 |   0.0    0.0   -0.0 |   0.9    0.2   -0.2 |    14      3     -4 |   3.9  -24.8  -86.9 | 35.13    
2023-11-08 00:57:26.399 |  0.61   0.33   9.91 |  0.06   0.03   1.01 |   254    138   4180 |   0.0    0.0   -0.0 |   0.4    0.2   -0.3 |     7      3     -5 |   3.7  -24.1  -89.5 | 35.13    
2023-11-08 00:57:26.437 |  0.66   0.39   9.90 |  0.07   0.04   1.01 |   276    165   4177 |   0.0    0.0   -0.0 |   0.8    0.2   -0.4 |    13      4     -7 |   1.5  -24.8  -87.4 | 35.13    
2023-11-08 00:57:26.476 |  0.61   0.40   9.89 |  0.06   0.04   1.01 |   256    168   4173 |   0.0    0.0   -0.0 |   0.5    0.1   -0.5 |     8      1     -9 |   2.4  -24.3  -87.4 | 35.12    
2023-11-08 00:57:26.514 |  0.61   0.34   9.88 |  0.06   0.04   1.01 |   255    144   4166 |   0.0    0.0   -0.0 |   0.7    0.4   -0.2 |    11      6     -3 |   2.7  -21.6  -89.5 | 35.14    
2023-11-08 00:57:26.552 |  0.66   0.32   9.91 |  0.07   0.03   1.01 |   274    136   4179 |   0.0    0.0   -0.0 |   0.8    0.2   -0.4 |    13      4     -6 |   1.2  -25.0  -87.6 | 35.14    
2023-11-08 00:57:26.590 |  0.64   0.34   9.91 |  0.07   0.03   1.01 |   269    141   4180 |   0.0    0.0   -0.0 |   0.7    0.2   -0.2 |    11      4     -4 |   1.2  -24.5  -85.7 | 35.12    
2023-11-08 00:57:26.628 |  0.61   0.37   9.87 |  0.06   0.04   1.01 |   255    154   4162 |   0.0    0.0   -0.0 |   0.6    0.2   -0.2 |    10      3     -3 |   2.2  -26.0  -87.1 | 35.13    
2023-11-08 00:57:26.667 |  0.64   0.35   9.93 |  0.07   0.04   1.01 |   268    145   4188 |   0.0    0.0   -0.0 |   0.6    0.2   -0.2 |    10      3     -3 |   1.7  -25.0  -88.1 | 35.16    
2023-11-08 00:57:26.705 |  0.66   0.30   9.92 |  0.07   0.03   1.01 |   278    126   4183 |   0.0    0.0   -0.0 |   0.8    0.1   -0.2 |    13      1     -3 |   3.7  -25.0  -87.6 | 35.15    
2023-11-08 00:57:26.743 |  0.62   0.35   9.87 |  0.06   0.04   1.01 |   259    145   4165 |   0.0    0.0   -0.0 |   0.7    0.1   -0.2 |    12      2     -3 |   1.5  -24.3  -88.8 | 35.10    
2023-11-08 00:57:26.782 |  0.68   0.35   9.93 |  0.07   0.04   1.01 |   285    145   4189 |   0.0    0.0   -0.0 |   0.8    0.5   -0.7 |    13      8    -12 |   1.7  -23.1  -88.1 | 35.15    
2023-11-08 00:57:26.821 |  0.53   0.34   9.89 |  0.05   0.03   1.01 |   220    142   4170 |   0.0    0.0   -0.0 |   0.7    0.4   -0.7 |    12      6    -11 |   4.4  -25.3  -86.4 | 35.13    
